text,type
Класс. Только этого не хватало( @ZavtraRu: В Петербурге более полумиллиона мигрантов не могут найти работу http://t.co/IhXzmGp0qS,0
"Английский...
Уже хочу домой( http://t.co/qQfuYLvJEQ",0
"@onlinekpru @CIO_Optimal С гуся-вода, с Толика-худоба!!! :-/",0
"я кажется заболеваю(
мама налили чай с малиной!!!!",0
"Сказала бывшему однокласснику, что хочу стать ассенизатором :) http://t.co/BhWhpANhy1",1
"@uprt_sterekoman да, они те еще прихлопы. ну, как чего? развиваю паранойю -.- вечно в чем -то себя ругаю. и так грустно от всего:(",0
"Опять кнопка 5 работает временами :( ну щас то чего ей не хватает? И от воды защищаю, и не вода это, не те симптомы..",0
@TanyushaLysenko :(( это пережитки быдловства....,0
"RT @_Pest: Я один не знал, что в Беларуси через сайт mobilcom.by все еще можно отправлять сообщения на пейджер?!? о_О #twiby",0
"RT @summeeeerrrrr: подивилась #TheBlingRing , захотілось тусити так як вони( http://t.co/R72BIPR9Mq",0
"солнце, прекрасная погода.пойду в баскетбол поганяю ^_^",1
"Блять ну зачем:((( ненавижу это состояние, чтоб его",0
холода пошли нахуй(((( http://t.co/F2Cw1rF4FI,0
"RT @_N_A_S_T_I_A__: @_svetusya черт, я тоже так хочу :(",0
@Go_Bruges что ты ко мне придираешься постоянно :(,0
"RT @DenP80: http://t.co/M1AlaQYoGg Осень. Октябрь. Слякоть. Что за закон подлости? Днюха у меня… правд, я простыла, на дискотеку не пошла(",0
На сегодня всё. Пока твиттеряне - я с Морфеем... :),1
Иногда полездно оставаться на едине с самим собой..:),1
"Скаталась впервые на Родники!!! Не думала, что настолько далеко!!!((",0
и опять я сталкнулась с вечной проблемой что же одеть на фотосесию для школьного альбома((,0
"спали с мужен в разных комнатах, и котэ предпочла с ним :(",0
@Do_or_die_azaz Я ФОТ УЖИ СКАЧАЛ НА КОМП ПОПРОБУЮ ТО ЛИ ЭТО,0
Предлагаем вашему вниманию очередную музыкальную подборку с матчей Континентальной Хоккейной Лиги!) http://t.co/9HQKCFcBiX,1
"@Dasha72Ryzhkova Даш там стоит отсутствовала по уважительной причине и рядом 2 :(
Я расстроилась ;(",0
RT @tschelovek72: @boehpyk @KivinSergey @ryakhovskiy @TarasovValentin @amatorystewart договорились?) http://t.co/eWg2deWQbp,1
"Черт, да что же за настроение то такое?) как раз под него  George Thorogood — Dad to the Bone",1
"папа заходит в комнату, а я фоткаюсь, тут он начинает меня передразнивать.
ржем уже минут 5 :D http://t.co/lK0ZXIkhu8",1
За него можно много оружия купить. &gt,1
"а мужики-то и не знали, что в сабже так все плохо с rdp на винду 2008 с русскими пользователями о_О",0
"@Open_faster ((( Нужна организация, причем на месте. Много таких, как я, но и других хватает((",0
"@Saturnych в четверг в час ночи уже были в КЛ, высадили друзей в Вильнюсе, и крутанули в Белосток, потом назад в Вильнюс :) и на КЛ в Вск.",1
Внезапно настало лето? Дома из обоих кранов течёт холодная вода. :-/,0
"@MendullaDiana как то не очень :( что то у меня сердце колет т.т 
Ты как милый? :З",0
"RT @yourmahor: по каким критериям выбирать шапку, если тебе ваще никакая не идет сукабля?(",0
@astyen Я пару раз себя фотографировала вместо участника),1
@SongGrooove собирались их оставить) но потом часики благополучно исчезли..),1
"Можете меня поздравить, моя жена беременна! Похоже, скоро стану папой :)",1
"Где твои крылья,которые нравились мне. Радио мгту радует)# bmstu",1
RT @itclom: влюбляюсь второй раз за два дня.шлюха:(((((((,0
"как можно быть настолько пян чтобы он вообще еще понятия не имел,как иметь понятие)))))))",1
"@naaaass даааа, очень скучаем :( каждый раз во время гонки вспоминаю его",0
"Выпилил powerpill и perl-xyne-arch из своего Арча, разработчик отказался от их поддержки, а жаль( #archlinux",0
"Я уже и забыла как это писать в твиттер! Зашла сегодня, и знаете, как домой пришла. Я вернулась;)",1
"RT @anastasia_terre: @Tokkata_Tokkata @voice1tv всё идет на благотворительность, не переживайте)",1
RT @lukofucinep: Ну так я и говорю — хардкор. :) А нафига таким микроменеджментом заниматься?,1
RT @katya94532700: Так замерзла пока шла домой(,0
"#лентакиньсвоюфоткувтвиттер  Ну вы поймете,где я:DD http://t.co/tE5c6h3LGM",1
"RT @ypigoxaps: Можно было бы умереть, это произошло бы уже давно:-(",0
"@JustTSK дай знать что получилось по сайту, а то я не могу достучаться ))",1
"@Yrashka_Lukin я хотела с друзьями встретить, но не получается:((
ну ничего, дома само то
и вообще, я считаю новый год домашним праздником",0
"RT @Julia12304906: -в розовых!? 
--В леопардовых
ЗАДЕРЗИЛА) ахахахаха",1
"Так была рада её видеть сегодня))
Когда обнимала, то думала ребра ей сломаю:3",1
"Жуйк! Подскажи хороший фильм посмотреть, пожалуйста. Не очень известный, эти я все пересмотрел :(",0
Я не хочу болеть. я только выздоровела( блин.,0
RT @hochulubvi: Самые лучшие-наши мальчики &lt,1
"@MyPPPPka ""У меня дети,двое,мальчик и дев...и еще мальчик"":D..Ну и хорошо,что тебя там нет и  не было!Сладких снов тебе и сынуле)&lt;3",1
@VStognienko могу за вами сумки потаскать)))) зовите!,1
кто со мной сегодня на каток пойдет в 18:00? Мне правда не с кем(,0
"Коллега на работе сказала, ЧТО МНЕ СКОРО 30 :(",0
"сегодня познакомилась с мальчиком по имени Дима,
он был так мил и вежлив со мной,
мы проговорили всю дорогу до дома
как жаль что ему 6 лет:(",0
":( RT: @5umm: Если однажды скорость убьет меня, то не плачьте, потому что я улыбался.  © Пол Уокер",0
И снова кулинарю) Десерт для моего маленького именинника ,1
"Поженитесь, пока еще не слишком поздно. =( #TeamFollowBack",0
"Посмортела новую серию дв, сказать что я ахуела, ничего не сказать!) Очешуенная серия!)",1
"@ybisgloriaybh блин, ну тогда мама за меня возьмет, а ей буду бабки давать, вообщем еще не знаю, все обдумывать надо :(",0
RT @yury_bird: @VeronaKamasheva go 21 декабря на открытие горнолыжки=) http://t.co/G7M0YHzsv5,1
"RT @IIYAXX: @anny_nazarik я тебя поздравила. а ты не заметила) 87 баллов по рт, ""могёшь"" просто. умница!",1
"ой, Angel Beats начинается 11 апреля! весна становится всё интереснее :)",1
@Alisha_4172 они все на флешку не влезли:(,0
"RT @wafuhogojuh: Сдохла венда на десткопе. Музыки на ноуте нет. Теперь я понимаю трушность ластфма, но вот платить за него. :(",0
"Как-то даже немного жалко братьев Кличко, бедолагам совсем бокс мозги отшиб.. :-(",0
"Хотела найти,как мне доехать на Троещину.карта отправила меня в Париж!по моему это намек х) http://t.co/DErptJli2j",1
"RT @izdato: Досмотрел Игру престолов, хоть и зарекался смотреть недоснятые сериалы. Теперь буду ждать и страдать. :(",0
"Так спать хочу:(
ибо 4 часа разницы и я отвыкла от нашего времени:(",0
"Разговоры с мамой до ночи о генетике - ахеренно. Оказывается, моя кошка гомозиготна по доминантному признаку, ибо ген дикой окр. доминирует)",1
RT @Trufanova20: И тут я почувствовала себя старой :( #Энергет #хочувлагерь http://t.co/6bdqINtaLk,0
"@HromadskeTV уффф, как же тошнит от этой вашей гостьи... Как-то зачастили вы с ней :(",0
"@A_Yakimova я закончил колледж связи и информатике, я могу всё ;))",1
"друзья на географии :(
даже попереписываться не с кем,
удачи им на контрольной :3",0
"А самое замечательное, что в холодильнике томится джииииин :*:*:*",1
Достижениями ХХ века :( @i_marx_you @Alexey_Pushkov В ХХ веке наша страна добивалась выдающихся успехов//. Чем можем похвастаться в ХХI?,0
"Напитки покрепче, слова покороче. Так проще , так легче стираются ночи! А вообще нет! Слов было сказано достаточно! Много лишнего:(",0
"Но повар зарезал его специальным кошерным ножом, и двор гостиницы потонул в крови. :-) #ff #follow",1
"@___sleepy___ Лешенька, с праздником :) утинного счастья!",1
@alina_karri ццц.. ну так не честно вообще (,0
RT @1D_UAloveyou: МЕНЯ В НИШТО :D http://t.co/ImdrRKzujV,1
"к первой недели сессии готова, это радует :) а сейчас спать :)",1
"как мне лень(((
идти на пары
особенно на такие
1 пара биология
2 пара математика
3 пара укр. литература
4 пара фи-ра",0
"@_existentialism я в курсе.Неужто хороших,общительных и милых в общении парней кроме Шосика мало?)",1
@nastua9609 мне нужен твой номер!!твиттер в 100 раз выбивает меня ((((((,0
"RT @rygutujeheg: полюблю, выйду замуж, нарожаю детей, и будет все заебись!!!:)",1
"@a_konoval лягушка, как самое неприятное и откладываемое дело :)",1
"Как страшно влюбится в человека,с которым гуляеш и прието у него есть девушка(",0
@valeraa_valera да так.. все больше по вокзалам шныряю))) ахахаа,1
"RT @voxafugigehu: safari 4 на win7 работает просто ужасно, вернее вообще не работает ((",0
"@ElenaRusskaia Я и в азбуке вкуса была, тут рядом - всё тоже самое только в 10 раз дороже (",0
"Только что узнала, что Наталия Орейро приехала в Москву!Через неск. дней поедет в Польшу давать концерты!И всё мимо нас!Это не справедливо!(",0
Никогда раньше не фотографировалась на фоне елки на майдане ) #euromaidan @ Євромайдан http://t.co/1XZl8rpCtZ,1
Аккумулятор на таблетке стал садиться за день(,0
"Елки, хде я работаю? о_О Сегодня видео объявление о спецкурсе в фмшуге: Молекулярная вирусология. 10-11 класс!",0
Корчев удалил меня из друзей:((((( кинул обидку за скрины в подслушано АХАХАХАХАХХАХАХХАХХАХА,0
"@hawaruzil, гавно сегодня день, потому что у меня весь день невыносимо болит голова :(((",0
"@KSrbrnsk да ну тебя, ты отлично пишешь, а отклики всегда зависят от расположения духа читателей. А читатели-11классники всегда уставшие(",0
я вышла с РК трезвая ! юхууууу !!!!! я последний герой :D,1
Мы с моим солнышком заболеелии. А школу никак не пропустить сейчас(,0
"Игорь пополнил счёт ))))ура 
И у меня пять уроков )))))",1
"@lisameli Я тебе скину, пришли свою почту. Плюс сегодня там черная пятница, скидки большие на товар со скидкой)))",1
00:00 #НочнойМинск и я спать. Всем спокойной ночи и сладких снов :* http://t.co/K0IyOlQdSi,1
"RT @gyvepuhofed: Оказывается, у нас есть клиент с названием ""Мир смазок"". Я кааааак представлю это, кааак заржу :)",1
"что-то случилось с дебаггером( или со мной, но так работать невозможно",0
RT @Anndz15: Из-за огромной задницы Минаж Лысикова ничего не видит:(,0
"@chelovekonline маленькая толстенькая лысенькая, старая больная женщина, никому не нужна:((",0
"RT @Taychik_aga: Только мысль о том, что мы будем учиться в разных местах после 9, уже вызывает слезы :(",0
"вот так всегда — когда куча идей на выходные, то обязательно вызывают на работу ((",0
"как ты я хотела,что бы мне никто не нравился :(",0
"Жаль,что я никак не могу повлиять на это,очень жаль(",0
"ездил к стоматологу,зуб сверлили. пломбу ставили. поеду:( сегодня первый раз к нему ходила, именно на счет зубов,а то так на счет пластинок",0
Как уговорить папу прокатиться до Академа?(,0
завтра не будет картинок на тему рок( ибо дохуя дел(,0
"@Alexey__Kovalev я бы проголосовал, но уличат же в мошенничестве или вмешательстве во внутренние дела :(",0
@Bar_maley соседи потом слушали перфоратор ) а шуруповерт тихий же,1
"RT @pahacerypyp: Гг, давно я не видел выньду 98... комп уныл ...И сюда ставлю хрюшу... Уже 2ой час пошел :(",0
"@dimarakovich23 ничего не могу с собой поделать)
я в твиттере сижу больше, чем в контакте)",1
"@aliya_g_ ну вот :( 
я думала нашелся кто-то ленивее меня

а ты болеешь
абидка",0
но потом я встречаю Андрея и сердце замирает и ходишь улыбаешься весь день :(,0
"меня тут растрогали до слёз буквально. ох.не люблю этот день,но ради таких слов готова потерпеть:) спасибо тебе. кому адресовано,тот поймет",1
"Надо идти рисовать, делать уроки, убираться и папе с ремонтом помогать...но нет блин я сижу и ничего не делаю,ибо ничегооо не хочу делать(((",0
@IdrisovMiami добрый вечер,1
"Никогда не думал, что буду переживать по поводу учёбы.
Пиздец, люди меняются, да)",1
я так давно ждала этого дня! А ты не пришла(,0
RT @pabecemizury: Заткните мне рот....отрежде мне пальцы...я очень хочу ему сказать что он мне нравиться...(,0
"@AlekseevaO_o все ок
Как Настя сказала ахпха",0
@yothisissuccess и Катя в последнее время перестала меня удовлетворять;(((,0
@olkrow а у меня туда летом попасть не получилось:(,0
@OhMyCranberry дык позвони бывшему))) будет веселье!,1
RT @jilyxyjores: Семейный совет постановил: в Патрике мы не участвуем. :(,0
"RT @punk_rock53: @ak_echelon о,отличная песня)
а я sum41-handle this",1
"Такая печаль, Новый Год, каникулы, а я заболеваю:(",0
@Viktuar1964 @cezaruschaman @PsykerO1477 верю) мне такое низя,1
"Ухо, не боли, пожалуйста :(
Весь день мучаюсь
Правы были те, кто сказали еще утром срочно ехать к ЛОРу, а я как всегда",0
"Мило когда в ЧС висишь,а фотографии видны. Больше ничего и не надо)",1
RT @Real_AnyaK: И все таки этот trip очень сближает нас :) очень рада что поехала ,1
"@Just_Dari ну если грустить бессмысленно, то вай нат?)",1
RT @ceziqabyxol: Иногда так приятно просто послать человека в задницу =),1
"Мой кот тоже любит Питера Паркера:)))
Он смотрит тв и улыбается:)))
Мой кот единорог:)))* http://t.co/VUjwHN8NxK",1
ну почему Дио не досталось высоких нот в мираклес ин десембер:( http://t.co/6VURLjzK7w,0
надо в порядок привести. А то у меня в тегах ад какой-то. :(,0
Ох хорошо пошли Свете три снежки в голову...ну а мне одна в лоб),1
"""Вкусно все!))"" @ Кафе Пикник: http://t.co/h7AIch14AX #foursquare",1
"@gaelle_kor На сайте ""Первого канала"" можно посмотреть!)))",1
"Некоторые посты в твиттере так и хочется лайкнуть, но нет такого функционала(",0
"штаны в паласачку, кепарик в клетачку, непамещаеца лаве в барсетачку ) под ручку клевая, канает девочка, штаны палосочка,",1
"@GrandiSognatore дадада, на 90 минуте превратить 0-1 в 2-1)",1
"Как жаль, что этот прекрасный день отдыха кончился:(",0
"Сегодня к школе подъехала труповозка, сначала я обрадовался, но оказалось, что кто-то просто решил подбросить сына до школы. (((((((",0
Фильмец вообще мировой!Его надо смотреть не меньше чем с Blu-Ray!Короче Николас Кейдж рулит!  :),1
"RT @xefezagycig: Нахрен...на улице тепло, в помещении сквозняк...жудь :-(",0
"уточка :D 
и на голове - баранчик Шон :) 
бред , кароч . 
скучно было http://t.co/BvRNj09Cuw",1
"Очередная подстава с расписанием( И зачем, спрашивается, я так рано вставала?",0
"RT @cowosapovewe: Infinite Stratos — Ep09: Бугага! Гарем собран, пора на пляж. Всё по канонам. %)",1
тока узнал: Трахтенберг умер((!!!! Кто теперь будет на ночь расказывать мне анегдоты.,0
"Теперь все понятно, почему Хэшу назвали обезьянкой)  /  / #Kyuhyun #Donghae http://t.co/8Pcfb80bcI",1
нафиг я в школу приходила из за ддвух уроков((,0
"@DashaLushchenko ИЗ-ЗА ТОГО, ЧТО Я ЖИВУ В МУХОСРАНСКЕ:(",0
"@GretaSaakyan скинь мне, пожалуйста, в личку) Буду благодарна=*",1
"Кстати,можешь мне больше не напоминать о нем.Это лишнее.Прошлое.И забытое,абсолютно не нужное)",1
"Одноклассники суки! Напился,проблевал, проспал!(",0
"@DariaSmith8 ПАТАМУ ЩИТА Я ТЯ ЛЮ* ты хороший:)
НЕ ОБСУЖДАЕТСЯ, РИЛИ",1
"@anton_tar скорейшего восстановления вашим! действительно, перебор с травмами(",0
"Опа! Кажись у Путина очередная внешнеполитическая победа. Ай да Вова! И правильно, сами живем как свиньи и других научим )",1
Подготовила машину к зиме-200 баксов как-будто и не было(,0
Unfaithful — одна сплошная грустнявочка : (,0
"Я приехала! :) Крым хорош, красив, но далёк! Теперь от отпуска надо отдохнуть бы :)",1
Как же я не люблю писать кривой код! А другой не умею :(,0
"@Kirian4eg @Asterchik @StefenGillory @yutakaoka спасибо, кэпо я в последнее время не доверяю едальням, пиарящимся во вконтаче без сайта. (((",0
"RT @Svetka_O_o: прости за всю хуету
извиняюсь дико
ты влюбил в себя
истеричку,дуру и психа",0
"Таите, Таите не были мы на Таите нас и тут неплохо кормят) http://t.co/erDR59UZik",1
"Не люблю разговаривать с мамой
Она меня абсолютно не понимает :(",0
@Klimaxa @yaakuch @VysockayaV вечер спорта) 11 тоже должны быть,1
сто звонков по пустяку от Хвостика-это так классно),1
"Ты можешь сделать что-нибудь получше, чем это. O:-) #Followback",1
"Играли в хоккей,а сколько раз я упала пластом на лед...ужас просто,но мне понравилось:) http://t.co/YQG8JjM6JD",1
"“@sssmirnov: @slavamakarov @ponny1 @mrzff за хуяние, мудило ты ебаное” это так мило)))",1
"-Люб,ты че застыла?
-Погоди,я кемперю.
-А шла куда?
-На респу.
-Давай спидках включай.
-Не,мне холд больше нравится. :-D",1
"Пздц до такой степени привыкла к одиночеству.что отказала парню,который мне так нравится:(",0
"главное, чтобы рядом. Настя, Даша. ну вы одни у меня (",0
С какой же частотой снятся сны о поездках и поездах :(,0
@BOLDERDENES @Urangoo_A Жиргээ интервьев ээ удахгүй авна. Чи бүх асуултад хариулна шүү :-),1
"RT @ukixohoduw: Надо выползать из дома, но как же лень...%)",1
"@AliseLost привет, нормально, только инет еле пашет :(",0
Заставила себя учить семинар:(((( еще и история:((( блинблинблин,0
"RT @zojucyfonyr: Прикольный город саров, да. Только вот не успел я посмотреть музей :(",0
"Я ОТКРЫЛА ДВЕРЬ, ОН В НЕЕ ВОШЕЛ ЖИЗНЬ МОЯ ТЕПЕРЬ ЭТО РОК-Н-РОООЛ:)",1
"Съемка фильма понравилась :)
И день сегодня был такой насыщенный )
Все хорошо на фотках получились )
Особенно эти танцы на столееее)
бляяяя",1
"нет нет нет,..
ну реально только не это.  
я правда не хочу(",0
"RT @alla_blag: такое чувство, что я живу только квн-ом и тусами с друзьями((",0
Вот доделаю текущий проект и релизну лучший фильтр ввода для друпала. Там будет всё :),1
"@polosatyjmyx, вообще(((( сижу сочок в одного пью((",0
"Урааа! @dolbysystem, вот!  я же говорила!))) #DavaiDinamo",1
"@angelinav1999  ахах .. бляя, седня день траура(( но я пощему то упрт",0
"Саша научилась делать скрины, теперь скринит все подряд:D",1
"- А чо за фильм с Робертом Патинсоном ? 
- Милый друг
- А у него милый друг ? :D
- О да , милейший :D",1
Анна мне рассказала про вас. =( #FF #FOLLOW,0
"@AnastasiaMeln НУ Я ВЕРНЫЫЫЫЫЙ
ДАЖЕ ПРИ ВСЕМ ЖЕЛАНИИ(((((((((((",0
"нам без мамы плохо, нам без мамы скучно( http://t.co/WUQjJeOeZR",0
"записал и прислал. красиво - капец. я ничего адекватного сказать не могу, просто сижу и тяну улыбку от уха до уха))",1
"Вспомнил всех, за кем бегал) хах) не разочарован в принципе) прикольно было) странно, что ничего общего нет, видимо так менялся и сам.",1
Каюта капитана должна быть там. О-) #TEAMFOLLOWBACK,1
"Все считают дни до Нового Года, а я до лета(",0
"Я ленив: настолько ленив, что позевал зряплату O_o",0
"1949 оноос хойш 1,200,000 тvвд хятадад алуулсан гэх юм :(",0
"Как научиться молчать, когда муж орёт на ТЕБЯ?   / — Ой, девчонки, я вас умоляю! Тут хоть бы научиться в это время не ржать))",1
БомбусМод вовремя не освободил память и упал. :-(,0
"Ох. Не роняйте на меня сервак! Я хочу завтра на фестиваль, а не сидеть и материться в скайпе)",1
"Пальчиками по коже, ведь мы так похожи... :(",0
"@OlgaKlein Какой ужас ( какими надо быть людьми , что бы так по свински поступить!! Но нечего ,Олечка! Все равно вы самая Суперская!",0
"RT @sukhareva_m: @dinocoon @00_kalashnikova я тоже там в ЧС,лол сама не знаю(",0
RT @hibubylejub: Под Марфушин туесок говнасап еще не сделали? :),1
"Сегодня погода просто класс,но блин поменьше бы ветра:)",1
"идем гулять)) хоть что-то радует, отвлечет от мыслей об учебе))",1
Ну вот опять начался тот период когда всем насрать на тебя(,0
"@marra_paulas @lykke_456 Видимо, все так прихуели, что Ди и Си выпустили на одну сцену, что забыли, что других фотографировать тоже надо(",0
RT @elizaveta_kuko: Мой ноут не любит Соколовскую :(,0
"И вот...я снова плачу( я плачу уже пятый раз за этот день..и честно не знаю, что со мной :с",0
"одни варешки Каринке отдала,вторые Илюха забрал емаё в чем я ходить то буду?:D",1
"хочу в кино на новую постановку Керри,но никто не хочет идти со мной ;-(",0
"Наткнулся на песню к новому фильму ""Полицейская история 2013"" в исполнении @EyeOfJackieChan . Уже 2 часа только она и играет в колонках ))",1
"@mikey__fuckin вах вах, какой смайлик:D #СлишкомУпорот",1
"@yuliakuzh не получился мощный день, ну может завтра будет)нету поводов расстраиваться)",1
"всем , всем, всем огромный привет =))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))",1
блять вышло з почти:( а я пароля не помню вообще:( пизда,0
Грустная( печаль беда. За то ТГП на сотку сдала,0
@noirrius чо прощай-то. Я чисто некст-ген запустить -),1
RT @LifeGood3: @aprelskaya95 я тоже( выздоравливай,0
Какой будет эта зима? — Зимней.:D http://t.co/rXfC8DKFQO,1
"RT @Shefild_07: @HARD_SOFT_PORN БИИЖЕ, ЖУУЧ, ТЫ КАК ВСЕГДА ЧУДЕСЕН)) СПАСИБО ТЕБЕ ОГРОМНЕЙШЕЕЕ))))
МЫ ТАКЖЕ БУДЕМ УПАРЫВАТЬСЯ И ДАЛЕЕ)) СПА…",1
"RT @VADy_Dubovets_: Друзья, завтра в 10:00 в 33 гимназии Ярмарка. Приходите)",1
@StarcevaVictori @ArtemenkoDarya А я то что?:((,0
"Надо быстро позавтракать,одеться,собрать вещи и ехать!!)))",1
RT @Malika_69_: @nastya_650 Свадьба сёдня приходи))),1
"RT @yourStJimmy: Джерард чот такая чикуля :D /Рэй, Рэй, Рэй :333333/ http://t.co/2MwG1fDjZS",1
"@tpavll :D я ничего не знаю о твоей персоне, но ты всегда пишешь нужные вещи.",1
Я представляю твою радость. Ведь еще недавно сама пережила подобное) Как же я рада) Это маленькое чудо попало в хорошие руки)!,1
На 25 лет мне подарили две машины-жизнь удалась!) #auto http://t.co/Ez5Qyht0Q7,1
"#EchelonLovesFathers
Лента, ты один большой вонючий катях((",0
"@uuunt1 @cekc_mypucm ога, коты - любимая еда Альфа:(",0
"@ViktoriyaKalina и мне стыдно,но хорошо никто не увидит НАВЕРНОЕ(",0
RT @MalishevaE: Мне теперь будет страшно летать на самолете( http://t.co/1ggdrASDNr,0
@v_solomonenko я тоже бутылочку к вечеру сегодня взяла))),1
В здоровом теле здоровая музыка! Бг сегодня со мной отжимался пока я бегала. Так-то) http://t.co/gT18RJyuHE,1
Это просто кошмар((( http://t.co/hJFYR5WjzY,0
"Сегодня просто грех был не списывать) всей группой трудились ахах
Респект таким преподам )",1
"Говорю в нос... И капли не помогают(( Уже не знаю что сделать, чтоб эта фигня прошла",0
"@unicorn28601 дааа я в 11 классе учусь((
СТАРАЯ Я =(",0
"@mm__caxap я тебя тоже вижу, но я не в адеквате)) и не в стдах, да))",1
"фармакологія, ну хто тебе придумав? а? 
неділя, а я як задрот з книжками і зошитами сижу(",0
"ну вот с одной стороны круто чт ты читаешь мой твт А.П, но юбка у меня нормаааальная!ок?мне смешно даже от этой ситуации:D",1
моего счастья самые красивые глазки!!!))) Они голубые и я в них тону!))) http://t.co/tWUplExMha,1
"Время-то уже обед! А я, поскольку Федора еще ставится, остался без мультика :-(",0
"Езда в час ночи в магазин за генератором, это охуенно))",1
RT @eco_novator: @_K_M_V_ Другая глава)) http://t.co/KahdjglHJ4,1
"@alekseeva_m уже поняла. Я сначала думала, это не давление, теперь уже поняла. Хз какое даже тт но плохо :(",0
"RT @Castiel_Holmes: @Landi_love1D И я тебя оч люблю,дирик)",1
"@AntoIIIkaZlo отвечай, но потом в ответку лещи полетят ;)",1
по4ему всё в жизни так не спроведливо? встретила парня в апреле и вот мы общаемся! а в июле он уезжает навсегда! ппц грустно=(((,0
"@LittleVantie ахаха, ну ладно.)
Гуашь - это круто
Акварель - не для меня:с",1
"Завтра посвящение, но все печально!(( белой футболочки нет( #жизньболь",0
Как часто ты посещаешь рестораны? — Сейчас я уже не хожу на свидания:( http://t.co/WjmKINlCXk,0
у меня голова сейчас просто взорвётся. чертова питерская погода..;(((,0
